"Lineage"	"Alt_d1_Ctrl_10T"	"Alt_d1_Ctrl_15T"	"Alt_d1_Ctrl_3T"	"Alt_d1_Ctrl_5T"	"Alt_d1_Ctrl_9T"	"Alt_d1_FW_11T"	"Alt_d1_FW_14T"	"Alt_d1_FW_1T"	"Alt_d1_FW_4T"	"Alt_d1_FW_7T"	"Alt_d1_SAL_12T"	"Alt_d1_SAL_13T"	"Alt_d1_SAL_2T"	"Alt_d1_SAL_6T"	"Alt_d1_SAL_8T"	"Alt_d2_Ctrl_10M"	"Alt_d2_Ctrl_15M"	"Alt_d2_Ctrl_3M"	"Alt_d2_Ctrl_5M"	"Alt_d2_Ctrl_9M"	"Alt_d2_FW_11M"	"Alt_d2_FW_14M"	"Alt_d2_FW_1M"	"Alt_d2_FW_4M"	"Alt_d2_FW_7M"	"Alt_d2_SAL_12M"	"Alt_d2_SAL_13M"	"Alt_d2_SAL_2M"	"Alt_d2_SAL_6M"	"Alt_d2_SAL_8M"	"TL_d1_field_Core_10"	"TL_d1_field_Core_19"	"TL_d1_field_Core_36"	"TL_d1_field_Core_43"	"TL_d1_field_Core_46"	"TL_d2_field_Core_10"	"TL_d2_field_Core_19"	"TL_d2_field_Core_36"	"TL_d2_field_Core_43"	"TL_d2_field_Core_46"	"TL_inc_d1_ASW_3"	"TL_inc_d1_ASW_4"	"TL_inc_d1_ASW_5"	"TL_inc_d1_ASW_noS_1"	"TL_inc_d1_ASW_noS_2"	"TL_inc_d1_ASW_noS_3"	"TL_inc_d1_ASW_noS_4"	"TL_inc_d1_ASW_noS_5"	"TL_inc_d1_DI_ctrl_2"	"TL_inc_d1_DI_ctrl_3"	"TL_inc_d1_DI_ctrl_4"	"TL_inc_d1_DI_ctrl_5"	"TL_inc_d1_SO4_3"	"TL_inc_d1_SO4_4"	"TL_inc_d1_SO4_5A"	"TL_inc_d1_SO4_5B"	"TL_inc_d2_ASW_1"	"TL_inc_d2_ASW_3"	"TL_inc_d2_ASW_4"	"TL_inc_d2_ASW_5"	"TL_inc_d2_ASW_noS_2"	"TL_inc_d2_ASW_noS_3"	"TL_inc_d2_ASW_noS_4"	"TL_inc_d2_ASW_noS_5"	"TL_inc_d2_DI_ctrl_1"	"TL_inc_d2_DI_ctrl_3"	"TL_inc_d2_DI_ctrl_4"	"TL_inc_d2_DI_ctrl_5"	"TL_inc_d2_SO4_2"	"TL_inc_d2_SO4_3"	"TL_inc_d2_SO4_4"	"TL_inc_d2_SO4_5A"	"TL_inc_d2_SO4_5B"	"TL_nw_d1_ASW_noS_BF3"	"TL_nw_d1_ASW_noS_BF4"	"TL_nw_d1_ASW_noS_BF5"	"TL_nw_d1_DI_ctrl_AF1"	"TL_nw_d1_DI_ctrl_AF3"	"TL_nw_d1_DI_ctrl_AF4"	"d1_Sal_0_2"	"d1_Stw_0_2"	"d1_Stw_0_2_NW"	"d2_Sal_0_2"	"d2_Stw_0_2"	"d2_Stw_0_2_NW"
"k__Bacteria;p__Proteobacteria"	61002	47021	53468	53654	60804	55407	62695	62136	71163	58424	63843	71875	64423	69365	45048	59828	29693	62762	55450	50569	34995	31234	43482	33220	42424	66734	70302	68431	41156	53040	61511	47550	46852	48914	62953	45086	46226	41460	46129	40551	14841	15516	25955	49778	20319	58407	28565	24709	26835	36317	29928	34297	28429	32664	37983	34985	13875	16928	15032	22481	16335	6873	21300	50984	28627	21251	19290	31956	37626	29756	33448	36430	32611	59065	34310	31937	42238	55417	50080	58073	77495	77960	59457	69606	56840	43972.8117647059
"k__Bacteria;p__Acidobacteria"	12822	12652	10390	12852	13901	16778	18257	14629	13259	11184	5700	4931	7528	4406	3397	8533	5967	10257	7915	6438	4641	4422	5773	4957	6032	4670	4659	6039	4560	3797	23347	21964	23642	23654	27457	27852	27984	27965	32110	28902	6176	6533	12859	9547	6490	11747	16408	15280	26072	24465	28270	29946	35766	29108	30763	54901	28441	41310	8866	55864	18128	5992	24352	31193	46019	39799	40867	37366	62464	54246	62512	66960	30221	10033	18666	16882	26924	33005	33418	2832	1102	1063	2481	609	632	19562.3647058824
"k__Bacteria;p__Firmicutes"	2031	1644	2386	2085	2169	3209	2796	1468	1458	2624	4170	3046	2695	5976	3973	4487	1518	4384	4247	6315	7630	9832	5020	3764	4519	8424	5482	4961	7403	11637	3817	2845	561	2433	3053	559	3918	1989	571	506	57511	36873	70244	26984	79214	23612	25706	22093	7879	2070	2746	1528	1921	7219	2365	2466	24930	6572	39140	6768	22896	77870	14860	3705	588	2296	683	777	1178	1444	860	949	7665	23917	31123	27863	1706	4172	5314	1869	25395	22544	1229	21397	19043	10832.8117647059
"k__Bacteria;p__Actinobacteria"	9452	8892	2706	6646	7996	5448	9836	7155	14772	10413	4233	4701	5176	6596	3035	4422	2212	3631	3705	2524	1834	1199	1688	1950	3350	5148	3622	7636	2098	2984	7475	6281	1935	5654	5655	4439	11221	4543	4455	3692	10130	19638	8307	15944	11802	20177	21530	19110	19796	8473	10669	11102	9847	10144	9197	7607	19587	16898	20203	6148	16428	14603	27514	13682	5226	3110	2473	6372	6147	7212	4392	8793	14645	20011	24386	24165	13046	13981	17150	1106	1059	1138	645	523	509	8647.47058823529
"k__Bacteria;p__Chloroflexi"	8670	8160	9222	8356	9267	9496	11948	10190	14126	12145	26136	26245	13768	13712	12775	9212	3515	9633	7338	15963	22325	22991	14988	9257	12612	25877	22682	16870	21173	18376	3460	3450	2232	3616	4169	3228	3266	4315	2918	2294	4666	2711	2673	4819	3398	5173	7243	6525	2988	2255	2551	2588	2392	2220	2657	2496	11547	9939	3579	4875	13046	4767	16411	5335	3634	5512	1822	7142	3562	2565	3125	5295	3063	4545	8442	8079	2429	3620	4497	18970	8629	9375	14972	8879	7938	8505
"k__Bacteria;p__Planctomycetes"	14843	12750	7801	10640	13352	13164	19966	12389	17795	14443	14995	14221	9242	9232	6599	7958	4846	7825	5626	5671	6255	4499	3992	3763	4699	5287	8082	8561	5263	5375	3943	4962	3585	5020	4331	3004	3801	4743	3520	2679	2435	1121	288	1172	797	1570	2285	1865	1838	3390	2694	2498	2782	2870	2504	2030	1022	944	1897	322	352	346	1254	1682	1817	1083	1142	1003	2320	1812	1650	1699	3118	1360	2497	2480	3361	5540	5292	3566	1855	1760	3586	1428	1385	4805.10588235294
"k__Bacteria;p__Bacteroidetes"	8953	6592	5773	6847	6096	8041	5812	7154	10135	6294	12297	11023	9657	16879	7814	4601	3236	6400	3170	4636	4001	2493	3611	2461	3501	11159	10667	9065	7773	9142	5106	5234	9670	5147	5451	4466	2937	4693	4682	2936	126	1544	102	1314	383	2787	493	380	188	1030	829	838	797	432	560	111	48	40	1569	287	96	105	92	4245	261	89	274	364	190	205	98	87	342	2817	514	367	1218	1344	746	23509	14616	21027	13698	5346	6514	4442.67058823529
"k__Bacteria;p__Verrucomicrobia"	5647	4520	6403	5907	6283	7574	7928	3794	5902	5109	2664	2772	4449	2000	2472	5406	4975	6206	4587	4528	3530	2547	3089	3477	3494	1872	2946	3175	2109	1626	4331	4875	5394	4727	5105	5288	5105	5420	6282	5694	1826	1422	1404	1339	1191	2042	2409	2169	5452	4509	4404	5215	3954	4414	3239	2105	1149	3522	1648	3948	4032	444	2126	1985	2290	1272	1981	3306	2225	2134	1550	1782	3292	1697	2499	2558	3268	4223	3361	8383	999	1056	5599	389	336	3521.88235294118
"k__Bacteria;p__Nitrospirae"	3151	1132	9218	3896	3817	5692	4733	1371	1161	5693	1840	2647	9584	4535	4676	9138	5050	10349	11770	10075	9773	7702	14331	6958	9803	9296	8292	7377	12767	6049	2829	2433	2442	2486	4080	3695	3234	3269	3532	4088	99	59	51	271	62	307	408	362	486	534	297	300	374	693	1099	1009	301	500	61	263	704	132	551	426	943	1583	1332	335	1055	932	1265	418	898	384	615	501	517	1172	800	2088	264	528	5485	189	211	3115.62352941176
"k__Archaea;p__Crenarchaeota"	287	164	2029	768	393	290	62	123	137	161	651	477	819	543	862	905	823	2419	2120	2748	5299	5867	3571	1434	1335	1779	1861	935	4599	1654	2406	2062	2355	1903	2503	5115	3595	4524	4694	4784	403	59	516	454	98	368	274	271	2595	3668	2289	5397	2545	1918	1513	8660	4363	4605	57	3083	14263	1461	5860	13534	8161	11515	8824	5083	5721	6597	11191	9284	2610	240	322	326	4032	3635	3214	365	763	850	507	938	1111	2854.10588235294
